Unnamed: 0,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
55189,9,2008-12-02 10:07:30,2008-12-03 00:27:27,116.340936,39.998702,51597.0,15186,,
55838,9,2008-12-03 00:28:57,2008-12-03 11:22:02,116.331538,39.997973,39185.0,14997,,
56523,9,2008-12-03 11:25:03,2008-12-04 00:26:43,116.336791,39.999224,46900.0,14997,,
57542,9,2008-12-04 00:29:11,2008-12-04 10:25:38,116.33147,39.997996,35787.0,14997,,
58534,9,2008-12-04 10:29:17,2008-12-05 00:26:58,116.336779,39.999229,50261.0,14997,,
59209,9,2008-12-05 00:38:43,2008-12-05 04:04:05,116.33192,40.000769,12322.0,14997,,
59216,9,2008-12-05 04:04:05,2008-12-05 05:55:58,116.328412,39.995896,6713.0,14808,,
60035,9,2008-12-05 05:56:16,2008-12-06 11:21:06,116.327955,39.996952,105890.0,14808,,
62540,9,2008-12-06 11:54:52,2008-12-06 13:57:06,116.333115,39.991305,7334.0,14996,,
62593,9,2008-12-06 13:57:06,2008-12-07 06:01:54,116.342519,40.001054,57888.0,15186,,
64697,9,2008-12-07 06:22:33,2008-12-08 00:28:37,116.348525,40.000685,65164.0,15186,,
66445,9,2008-12-08 00:31:00,2008-12-08 09:53:35,116.331359,39.99801,33755.0,14997,,
67184,9,2008-12-08 10:10:36,2008-12-10 00:28:08,116.346726,39.998067,137852.0,15186,,
70370,9,2008-12-10 00:30:04,2008-12-10 05:00:25,116.331529,39.998019,16221.0,14997,,
70616,9,2008-12-10 05:02:22,2008-12-10 10:25:55,116.329656,39.997991,19413.0,14997,,
70932,9,2008-12-10 10:34:41,2008-12-11 00:26:44,116.33678,39.999277,49923.0,14997,,
73015,9,2008-12-11 00:36:10,2008-12-11 10:59:51,116.328167,39.997053,37421.0,14808,,
73253,9,2008-12-11 11:02:16,2008-12-12 00:26:08,116.336798,39.999042,48232.0,14997,,
76694,9,2008-12-12 00:28:30,2008-12-12 09:56:55,116.331325,39.998027,34105.0,14997,,
76999,9,2008-12-12 09:59:31,2008-12-13 13:27:34,116.336845,39.999308,98883.0,14997,"User 9 will move from grid 14997 to grid 14996, at 2008-12-14 09:22:48.","User 9 will move from grid 14997 to grid 14996, at 2008-12-14 09:22:48."
80947,9,2008-12-13 13:27:45,2008-12-14 05:26:35,116.343287,40.002439,57530.0,15186,,
81803,9,2008-12-14 05:30:34,2008-12-14 06:03:31,116.330343,39.996927,1977.0,14997,,
82379,9,2008-12-14 06:03:38,2008-12-14 09:22:17,116.326675,39.992496,11919.0,14807,,
83356,9,2008-12-14 09:22:48,2008-12-14 10:04:33,116.331434,39.989086,2505.0,14996,,
83926,9,2008-12-14 10:09:36,2008-12-14 11:18:09,116.336791,39.99906,4113.0,14997,,
8875,10,2007-08-28 17:54:57,2007-09-01 02:23:42,116.926235,39.403037,289725.0,24381,"User 10 will move from grid 24381 to grid 16498, at 2007-09-10 08:52:45.","User 10 will move from grid 24381 to grid 16498, at 2007-09-10 08:52:45."
11388,10,2007-09-01 02:36:51,2007-09-03 09:52:09,116.313322,39.895548,198918.0,14608,"User 10 will move from grid 14608 to grid 17257, arriving around in about 10 months.","User 10 will move from grid 14608 to grid 17257, at 2008-06-18 13:37:18."
11398,10,2007-09-03 09:52:09,2007-09-05 16:32:11,116.471553,39.92175,196802.0,17256,"User 10 will move from grid 17256 to grid 16498, arriving around in about 1 days, on 2007-09-07.","User 10 will move from grid 17256 to grid 16498, at 2007-09-07 08:52:19."
14327,10,2007-09-05 17:54:45,2007-09-06 20:45:22,116.925975,39.403158,96637.0,24381,"User 10 will move from grid 24381 to grid 24381, at 2007-09-08 10:02:43.","User 10 will move from grid 24381 to grid 24381, at 2007-09-08 10:02:43."
17157,10,2007-09-06 21:27:20,2007-09-07 08:11:23,116.926612,39.402815,38643.0,24381,"User 10 will move from grid 24381 to grid 18766, arriving around in the next month.","User 10 will move from grid 24381 to grid 18766, at 2007-10-19 06:09:27."
21180,10,2007-09-07 08:52:19,2007-09-08 08:17:10,116.43085,39.900393,84291.0,16498,"User 10 will move from grid 16498 to grid 18577, at 2007-10-14 16:25:40.","User 10 will move from grid 16498 to grid 18577, at 2007-10-14 16:25:40."
22286,10,2007-09-08 08:40:29,2007-09-08 09:22:10,116.429328,39.907968,2501.0,16499,"User 10 will move from grid 16499 to grid 14807, arriving around in about 13 months.","User 10 will move from grid 16499 to grid 14807, at 2008-09-19 01:14:22."
24287,10,2007-09-08 10:02:43,2007-09-10 08:11:46,116.926815,39.402925,166143.0,24381,"User 10 will move from grid 24381 to grid 15549, arriving around in about 12 months.","User 10 will move from grid 24381 to grid 15549, at 2008-09-16 12:38:20."
28373,10,2007-09-10 08:52:45,2007-09-10 20:45:58,116.430913,39.900395,42793.0,16498,"User 10 will move from grid 16498 to grid 16498, arriving around in about 9 months.","User 10 will move from grid 16498 to grid 16498, at 2008-06-18 03:20:45."
59261,10,2007-10-14 16:25:40,2007-10-17 22:02:39,116.560677,39.899538,279419.0,18577,"User 10 will move from grid 18577 to grid 24948, arriving around in about 14 months.","User 10 will move from grid 18577 to grid 24948, at 2008-12-06 07:57:31."
59765,10,2007-10-17 22:17:39,2007-10-18 10:22:04,116.572403,40.084677,43465.0,18787,"User 10 will move from grid 18787 to grid 15549, arriving around in about 11 months.","User 10 will move from grid 18787 to grid 15549, at 2008-09-18 11:58:59."
72587,10,2007-10-18 10:27:43,2007-10-19 05:58:59,116.30144,39.865578,70276.0,14415,"User 10 will move from grid 14415 to grid 24381, arriving around in about 8 months.","User 10 will move from grid 14415 to grid 24381, at 2008-06-17 11:53:33."
73651,10,2007-10-19 06:09:27,2007-10-22 04:36:37,116.572638,39.89843,253630.0,18766,"User 10 will move from grid 18766 to grid 14807, arriving around in about 15 months.","User 10 will move from grid 18766 to grid 14807, at 2009-01-14 06:38:55."
147070,10,2007-12-28 08:01:45,2007-12-28 08:53:44,116.58183,40.08799,3119.0,18976,"User 10 will move from grid 18976 to grid 14990, arriving around in about 6 months.","User 10 will move from grid 18976 to grid 14990, at 2008-06-17 10:08:31."
256186,10,2008-06-17 10:08:31,2008-06-17 10:53:07,116.336766,39.936914,2676.0,14990,"User 10 will move from grid 14990 to grid 15365, at 2008-06-18 04:11:55.","User 10 will move from grid 14990 to grid 15365, at 2008-06-18 04:11:55."
259309,10,2008-06-17 11:53:33,2008-06-18 01:36:25,116.926021,39.403224,49372.0,24381,"User 10 will move from grid 24381 to grid 24948, at 2008-09-23 13:32:10.","User 10 will move from grid 24381 to grid 24948, at 2008-09-23 13:32:10."
267891,10,2008-06-18 03:20:45,2008-06-18 03:58:29,116.430949,39.900401,2264.0,16498,,
268932,10,2008-06-18 04:11:55,2008-06-18 04:46:20,116.360131,39.906015,2065.0,15365,"User 10 will move from grid 15365 to grid 14807, at 2008-06-18 05:13:55.","User 10 will move from grid 15365 to grid 14807, at 2008-06-18 05:13:55."
269353,10,2008-06-18 05:13:55,2008-06-18 12:17:04,116.324921,39.991493,25389.0,14807,,
272236,10,2008-06-18 13:37:18,2008-06-18 14:48:21,116.474841,39.926093,4263.0,17257,"User 10 will move from grid 17257 to grid 24948, at 2008-09-16 13:32:22.","User 10 will move from grid 17257 to grid 24948, at 2008-09-16 13:32:22."
377916,10,2008-09-16 01:06:44,2008-09-16 11:49:35,116.331561,39.989146,38571.0,14996,"User 10 will move from grid 14996 to grid 14997, arriving around in about 4 weeks, specifically next Wednesday.","User 10 will move from grid 14996 to grid 14997, at 2008-10-15 01:07:30."
379355,10,2008-09-16 12:38:20,2008-09-16 13:15:29,116.372206,39.861651,2229.0,15549,"User 10 will move from grid 15549 to grid 14806, arriving around in about 1 weeks, specifically next Wednesday.","User 10 will move from grid 15549 to grid 14806, at 2008-09-24 11:38:44."
379600,10,2008-09-16 13:32:22,2008-09-16 22:57:24,116.956766,39.403716,33902.0,24948,"User 10 will move from grid 24948 to grid 14807, at 2008-09-17 00:02:19.","User 10 will move from grid 24948 to grid 14807, at 2008-09-17 00:02:19."
383288,10,2008-09-17 00:02:19,2008-09-17 10:15:12,116.326841,39.989081,36773.0,14807,"User 10 will move from grid 14807 to grid 15386, arriving around in about 4 months.","User 10 will move from grid 14807 to grid 15386, at 2009-01-13 08:02:28."
384674,10,2008-09-17 11:09:42,2008-09-17 23:49:31,116.475663,39.845101,45589.0,17248,,
387135,10,2008-09-18 00:50:07,2008-09-18 10:43:58,116.331638,39.989188,35631.0,14996,,
389103,10,2008-09-18 11:58:59,2008-09-19 00:09:28,116.373461,39.863153,43829.0,15549,,
391978,10,2008-09-19 01:14:22,2008-09-19 10:47:49,116.326866,39.98913,34407.0,14807,,
394014,10,2008-09-19 12:29:19,2008-09-21 22:49:35,116.47838,39.842998,210016.0,17248,"User 10 will move from grid 17248 to grid 15180, arriving around in about 3 months.","User 10 will move from grid 17248 to grid 15180, at 2008-12-19 11:59:40."
396712,10,2008-09-22 00:07:10,2008-09-22 11:15:26,116.331823,39.989301,40096.0,14996,,
397786,10,2008-09-22 12:29:24,2008-09-22 23:49:27,116.478363,39.842995,40803.0,17248,"User 10 will move from grid 17248 to grid 8127, at 2008-09-28 14:10:19.","User 10 will move from grid 17248 to grid 8127, at 2008-09-28 14:10:19."
400329,10,2008-09-23 00:28:41,2008-09-23 00:58:50,116.368266,39.890278,1809.0,15552,"User 10 will move from grid 15552 to grid 14608, arriving around in about 5 days, on 2008-09-28.","User 10 will move from grid 15552 to grid 14608, at 2008-09-28 12:45:01."
400907,10,2008-09-23 01:07:20,2008-09-23 12:18:43,116.331749,39.989206,40283.0,14996,,
401980,10,2008-09-23 13:32:10,2008-09-23 23:49:19,116.958446,39.401343,37029.0,24948,"User 10 will move from grid 24948 to grid 14807, arriving around in about 2 months.","User 10 will move from grid 24948 to grid 14807, at 2008-12-01 00:50:19."
404976,10,2008-09-24 00:47:03,2008-09-24 01:23:26,116.368476,39.89017,2183.0,15552,"User 10 will move from grid 15552 to grid 15549, arriving around in about 2 months.","User 10 will move from grid 15552 to grid 15549, at 2008-12-06 05:09:06."
405812,10,2008-09-24 01:31:39,2008-09-24 11:35:00,116.331706,39.989195,36201.0,14996,"User 10 will move from grid 14996 to grid 14993, arriving around in about 5 months.","User 10 will move from grid 14996 to grid 14993, at 2009-02-13 12:00:42."
406127,10,2008-09-24 11:38:44,2008-09-24 12:46:37,116.327181,39.979986,4073.0,14806,"User 10 will move from grid 14806 to grid 16504, arriving around in about 1 weeks, specifically next Friday.","User 10 will move from grid 14806 to grid 16504, at 2008-10-03 11:11:21."
407437,10,2008-09-24 13:44:17,2008-09-24 23:49:42,116.478303,39.843083,36325.0,17248,"User 10 will move from grid 17248 to grid 16309, arriving around in about 3 months.","User 10 will move from grid 17248 to grid 16309, at 2008-12-19 13:02:44."
409998,10,2008-09-25 00:58:00,2008-09-25 10:42:05,116.331773,39.989146,35045.0,14996,"User 10 will move from grid 14996 to grid 12758, at 2008-11-07 10:20:25.","User 10 will move from grid 14996 to grid 12758, at 2008-11-07 10:20:25."
411081,10,2008-09-25 11:19:25,2008-09-25 23:34:32,116.478516,39.842878,44107.0,17248,,
412972,10,2008-09-26 00:23:47,2008-09-26 00:53:52,116.368326,39.890224,1805.0,15552,,
413367,10,2008-09-26 01:01:19,2008-09-26 10:54:19,116.33183,39.989081,35580.0,14996,"User 10 will move from grid 14996 to grid 24381, arriving around in about 3 months.","User 10 will move from grid 14996 to grid 24381, at 2008-12-19 15:12:55."
414774,10,2008-09-26 12:09:52,2008-09-26 23:41:40,116.478885,39.842856,41508.0,17248,"User 10 will move from grid 17248 to grid 15935, arriving around in about 3 months.","User 10 will move from grid 17248 to grid 15935, at 2009-01-09 14:19:35."
419601,10,2008-09-27 01:21:28,2008-09-27 11:44:46,116.331825,39.989131,37398.0,14996,,
422397,10,2008-09-27 12:49:23,2008-09-28 00:09:26,116.479235,39.842453,40803.0,17248,,
424758,10,2008-09-28 01:13:15,2008-09-28 12:07:01,116.331816,39.989098,39226.0,14996,"User 10 will move from grid 14996 to grid 16504, arriving around in about 5 days, on 2008-10-03.","User 10 will move from grid 14996 to grid 16504, at 2008-10-03 19:11:21."
425541,10,2008-09-28 12:45:01,2008-09-28 13:31:24,116.314983,39.899104,2783.0,14608,,
427677,10,2008-09-28 14:10:19,2008-10-03 09:46:56,115.912369,39.400274,416197.0,8127,"User 10 will move from grid 8127 to grid 16320, arriving around in about 2 weeks, specifically next Monday.","User 10 will move from grid 8127 to grid 16320, at 2008-10-20 12:04:06."
636124,10,2008-10-03 11:11:21,2008-10-03 13:50:37,116.427426,39.952906,9556.0,16504,,
636322,10,2008-10-03 13:54:20,2008-10-03 17:46:57,116.478429,39.843113,13957.0,17248,,
638840,10,2008-10-03 19:11:21,2008-10-03 21:50:38,116.427426,39.952906,9557.0,16504,"User 10 will move from grid 16504 to grid 14435, arriving around in about 1 weeks, specifically next Tuesday.","User 10 will move from grid 16504 to grid 14435, at 2008-10-14 11:59:44."
639037,10,2008-10-03 21:54:20,2008-10-05 23:35:12,116.478429,39.843113,178852.0,17248,,
642028,10,2008-10-06 00:41:34,2008-10-06 01:17:13,116.368369,39.890131,2139.0,15552,,
642789,10,2008-10-06 01:25:16,2008-10-06 11:01:32,116.331813,39.989163,34576.0,14996,,
644262,10,2008-10-06 12:09:34,2008-10-06 23:49:31,116.478881,39.842728,41997.0,17248,,
646679,10,2008-10-07 00:22:56,2008-10-07 00:54:02,116.36841,39.890204,1866.0,15552,"User 10 will move from grid 15552 to grid 15180, at 2008-10-10 10:41:16.","User 10 will move from grid 15552 to grid 15180, at 2008-10-10 10:41:16."
647193,10,2008-10-07 01:01:39,2008-10-07 10:21:13,116.33178,39.989231,33574.0,14996,,
648560,10,2008-10-07 11:19:22,2008-10-08 00:09:25,116.478331,39.842981,46203.0,17248,,
650932,10,2008-10-08 00:35:05,2008-10-08 01:05:18,116.368388,39.890176,1813.0,15552,"User 10 will move from grid 15552 to grid 24948, at 2008-11-06 11:47:25.","User 10 will move from grid 15552 to grid 24948, at 2008-11-06 11:47:25."
651395,10,2008-10-08 01:13:20,2008-10-08 10:50:52,116.331818,39.989058,34652.0,14996,,
652879,10,2008-10-08 11:54:11,2008-10-08 23:49:25,116.478491,39.842913,42914.0,17248,"User 10 will move from grid 17248 to grid 14608, arriving around in about 3 months.","User 10 will move from grid 17248 to grid 14608, at 2008-12-31 14:36:43."
655379,10,2008-10-09 00:21:57,2008-10-09 00:52:55,116.368288,39.890179,1858.0,15552,,
655871,10,2008-10-09 01:01:23,2008-10-09 11:14:15,116.331748,39.989139,36772.0,14996,,
657551,10,2008-10-09 12:29:20,2008-10-09 23:34:31,116.478495,39.842966,39911.0,17248,"User 10 will move from grid 17248 to grid 15549, arriving around in about 3 weeks, specifically next Friday.","User 10 will move from grid 17248 to grid 15549, at 2008-10-31 11:05:52."
660762,10,2008-10-10 00:55:25,2008-10-10 10:33:40,116.331756,39.989191,34695.0,14996,,
661259,10,2008-10-10 10:41:16,2008-10-10 11:19:07,116.345771,39.944053,2271.0,15180,,
662165,10,2008-10-10 11:54:16,2008-10-12 23:34:31,116.47835,39.843,214815.0,17248,,
664829,10,2008-10-13 00:12:07,2008-10-13 00:44:50,116.368251,39.8902,1963.0,15552,,
665167,10,2008-10-13 00:52:27,2008-10-13 10:44:29,116.331746,39.989073,35522.0,14996,,
666380,10,2008-10-13 11:44:24,2008-10-13 23:50:00,116.478871,39.84264,43536.0,17248,,
668267,10,2008-10-14 00:13:38,2008-10-14 00:50:28,116.368343,39.890186,2210.0,15552,"User 10 will move from grid 15552 to grid 14080, arriving around in about 3 months.","User 10 will move from grid 15552 to grid 14080, at 2009-01-16 02:32:02."
668972,10,2008-10-14 00:57:46,2008-10-14 11:47:38,116.331831,39.989118,38992.0,14996,,
669991,10,2008-10-14 11:59:44,2008-10-15 00:53:50,116.300166,40.043011,46446.0,14435,,
670896,10,2008-10-15 01:07:30,2008-10-15 11:10:11,116.330813,39.998011,36161.0,14997,,
671806,10,2008-10-15 11:44:30,2008-10-15 23:49:18,116.478275,39.843225,43488.0,17248,"User 10 will move from grid 17248 to grid 14995, arriving around in about 3 weeks, specifically next Tuesday.","User 10 will move from grid 17248 to grid 14995, at 2008-11-04 10:20:20."
674032,10,2008-10-16 00:22:33,2008-10-16 00:59:42,116.368275,39.890216,2229.0,15552,"User 10 will move from grid 15552 to grid 17066, at 2008-11-04 11:19:34.","User 10 will move from grid 15552 to grid 17066, at 2008-11-04 11:19:34."
674463,10,2008-10-16 01:07:04,2008-10-16 11:04:55,116.331803,39.989098,35871.0,14996,"User 10 will move from grid 14996 to grid 16309, arriving around in about 2 months.","User 10 will move from grid 14996 to grid 16309, at 2008-12-20 22:58:00."
675865,10,2008-10-16 12:09:32,2008-10-16 23:35:35,116.478493,39.843034,41163.0,17248,,
678435,10,2008-10-17 00:11:19,2008-10-17 00:42:10,116.36834,39.890171,1851.0,15552,,
678979,10,2008-10-17 00:49:58,2008-10-17 11:36:34,116.331695,39.989156,38796.0,14996,,
681568,10,2008-10-17 12:29:30,2008-10-19 23:19:43,116.478668,39.842976,211813.0,17248,,
685443,10,2008-10-20 00:37:28,2008-10-20 11:44:00,116.332028,39.989094,39992.0,14996,"User 10 will move from grid 14996 to grid 14617, at 2009-02-07 09:21:18.","User 10 will move from grid 14996 to grid 14617, at 2009-02-07 09:21:18."
686470,10,2008-10-20 12:04:06,2008-10-21 00:46:33,116.411109,39.998025,45747.0,16320,,
690353,10,2008-10-31 11:05:52,2008-10-31 11:40:31,116.372143,39.86168,2079.0,15549,"User 10 will move from grid 15549 to grid 15180, arriving around in the next month.","User 10 will move from grid 15549 to grid 15180, at 2008-12-06 04:24:09."
690597,10,2008-10-31 11:44:35,2008-11-01 04:24:17,116.47866,39.842845,59982.0,17248,,
693404,10,2008-11-01 05:04:40,2008-11-04 10:19:27,116.336541,39.991834,278087.0,14996,,
693500,10,2008-11-04 10:20:20,2008-11-04 11:02:34,116.332575,39.980004,2534.0,14995,"User 10 will move from grid 14995 to grid 14807, arriving around in about 2 months.","User 10 will move from grid 14995 to grid 14807, at 2008-12-24 01:20:07."
694021,10,2008-11-04 11:19:34,2008-11-04 14:38:25,116.466351,39.912356,11931.0,17066,,
694225,10,2008-11-04 14:39:45,2008-11-06 10:23:35,116.331883,39.989136,157430.0,14996,,
697359,10,2008-11-06 11:47:25,2008-11-06 23:19:23,116.956471,39.404196,41518.0,24948,,
700691,10,2008-11-07 00:22:01,2008-11-07 09:11:49,116.331726,39.989086,31788.0,14996,,
704537,10,2008-11-07 10:20:25,2008-11-08 09:41:07,116.195338,40.258403,84042.0,12758,"User 10 will move from grid 12758 to grid 16309, arriving around in about 2 months.","User 10 will move from grid 12758 to grid 16309, at 2009-01-09 18:32:54."
709372,10,2008-12-01 00:50:19,2008-12-06 04:17:06,116.327016,39.989183,444407.0,14807,,
709807,10,2008-12-06 04:24:09,2008-12-06 04:57:11,116.34561,39.94407,1982.0,15180,,
710308,10,2008-12-06 05:09:06,2008-12-06 07:39:56,116.372048,39.862686,9050.0,15549,,
710573,10,2008-12-06 07:57:31,2008-12-07 11:24:25,116.956653,39.404018,98814.0,24948,,
719752,10,2008-12-07 12:32:21,2008-12-12 11:29:27,116.33663,39.991775,428226.0,14996,,
721571,10,2008-12-12 12:29:29,2008-12-13 02:54:41,116.478481,39.843028,51912.0,17248,,
726943,10,2008-12-13 04:29:35,2008-12-19 11:51:22,116.331035,39.989119,544907.0,14996,,
