14808,14808,14809,14808,14808,14809,14808,14808,14808,14809
14808,14808,14809,14809,14808,14809,14809,14808,14808,14808
14809,14808,14808,14809,14808,14618,14808,14808,14809,14809
14997,14809,14808,14808,14808,14809,14808,19164,14809,14808
14809,14809,14809,14808,14809,14808,14808,14809,14808,14809
14808,14809,15370,15371,14618,14619,14619,14807,14618,14808
14806,14621,14806,14617,14806,14617,14806,12917,12729,12541
12351,11973,12540,12728,12728,14620,15005,15751,14994,14621
14806,14806,14620,14806,14617,14620,14806,14621,14806,14617
14616,14805,14620,14806,14805,14806,14816,15005,14621,16309
14994,14621,14620,14620,14620,14806,14620,14806,14806,14806
14620,14806,14620,14806,14805,14620,14806,14806,14806,14992
14805,14620,14617,15371,14621,14801,14620,14806,14807,14806
14805,14616,14805,14620,14806,14620,14806,14806,14620,14807
14806,15005,14621,14621,14806,14806,14806,14809,14620,14806
14806,14620,14806,14992,14620,14620,14808,14620,14806,14621
14806,14621,14806,14617,14805,14620,14806,14806,14620,15180
16310,14806,14805,14620,14808,14620,14806,14620,14806,14805
16694,16694,14994,14621,14806,14805,14621,14806,14620,14806
14989,14989,14989,15931,15742,14804,14804,14989,14989,15176
14989,14989,14989,14428,14428,15178,14989,14989,12907,12535
12907,13096,15742,14989,14989,14989,15742,15742,14989,14989
14989,15742,15742,15742,14989,15742,15742,14989,14989,14989
15742,15742,14989,14989,13852,13850,13663,12721,14988,14989
14989,14989,14989,14989,15368,15178,14989,15742,15742,14989
14989,14989,15742,15742,14989,14989,15742,15742,15742,15742
15742,14989,15178,15742,15742,14989,14989,14798,14989,15564
14989,12907,12907,12907,12908,15743,15742,15557,15178,14989
14989,15742,15742,15742,14989,15742,15742,14801,14989,14989
14989,15742,15742,14989,14989,14989,15742,14992,15742,14989
14989,14989,15184,15742,15742,14989,14989,14990,14989,14989
12907,12908,15743,15742,14989,14989,15742,14989,15742,15742
15931,15742,14989,15742,15743,15742,14989,15742,15742,14989
14989,15177,14989,12907,13096,13096,15742,15742,14989,14989
15742,15742,14989,15742,15742,15742,14989,14989,15742,15742
14989,15742,15742,14989,14989,14807,14989,14989,14989,13096
12908,15742,15742,14989,15742,15742,14989,15179,15742,14989
14989,15742,15742,14989,14989,15743,15742,15742,14989,16880
14989,17068,16877,17066,17066,12908,15743,14989,15742,15178
15742,12907,15742,14989,13096,12908,14989,14613,15742,14989
15742,15553,15742,14989,15742,14989,15178,14989,15176,14989
14989,15178,14989,14989,15742,15742,14993,14801,14989,14989
14989,15742,14989,14989,15742,14989,14989,14801,14989,15742
14989,14989,15176,20087,19334,14989,14989,14989,14989,14989
12907,12908,15742,12907,13096,12908,15743,14989,15177,14989
15177,15742,14989,14989,14989,14996,14989,16309,16122,14989
15178,14801,14989,15177,14989,14989,15742,14989,14989,15742
14436,14989,15177,15742,15742,14989,14989,14436,14989,14988
14988,14801,14989,14989,14436,14989,14436,14989,15742,14989
15742,14989,14989,15742,14989,15742,15742,14989,15742,14989
15178,14989,15742,15742,14989,14989,15742,15742,14436,14624
14989,14989,14613,14989,14989,14989,14989,14989,14989,15365
14807,15179,14989,15742,14989,14989,14989,15365,14989,12918
14809,14809,14809,14809,14808,14808,14808,14808,14808,14809
14619,14806,14808,14809,14808,14809,14808,14808,14808,14807
14804,14805,14808,14809,14809,14808,15180,12530,12719,14808
14809,14807,14808,14809,14808,14808,14807,15371,14809,14808
14808,14809,14808,14809,14809,14808,14807,15554,14808,14808
14808,14997,14809,14618,14808,14806,14809,14808,14809,14808
14808,14809,14808,14809,14808,14809,14808,14809,14808,14808
14808,14808,14809,14808,16138,14996,14808,14809,14801,14807
14809,14806,14805,14616,14808,14809,14809,14809,14435,14808
14808,14808,14808,14809,14808,14809,15554,14808,14809,14808
14809,14808,14809,14808,14809,14808,14808,14808,14808,14808
14809,14808,14808,14809,14998,14808,14809,14809,15554,14808
14808,14808,14809,14619,15185,14808,14808,14620,14808,14808
14808,14808,14809,14808,14808,14034,14808,14809,14809,14808
14808,14808,14808,16877,14808,14808,14808,14809,14809,14808
14807,14809,14997,14805,14801,14801,14801,14615,14808,14809
14809,14808,14996,14807,14809,14809,14808,14808,14809,14809
14808,14808,14809,14808,15561,14997,14808,14809,14801,14801
15554,14996,14808,14032,14032,14808,14809,14808,14034,14997
14808,14808,14809,14809,14809,14808,14809,14808,14809,14809
14807,14808,14809,14809,14808,14619,14808,14808,14816,14997
14806,14807,14032,14808,14808,14801,14808,15751,14808,14808
19539,14808,16502,14996,14808,13852,14997,14809,14808,14809
14808,14809,14809,14809,14808,14808,14430,14808,14808,15155
15344,14809,14808,14808,19144,19144,19144,14809,14809,14032
14808,14808,14808,14808,14808,14808,15179,14614,14809,14809
14809,14809,14808,14620,14808,14806,14808,14808,14808,14809
14809,14809,14809,14808,14808,14809,14808,14808,14809,14809
14809,14809,14809,14809,14809,14808,14809,14995,16874,14808
14619,14808,14808,14996,15554,14996,14809,14618,14428,14807
14996,14996,14808,14430,14808,14808,14808,16496,16307,14996
14997,14997,14995,16119,16118,14807,14997,15742,14996,14997
14997,14806,14993,14430,14431,14620,14620,14808,14808,14807
14617,14808,14809,14809,14808,15184,15185,15184,14808,14809
14808,15180,16309,14809,14809,14808,14807,15554,14996,14807
14997,16131,14807,15180,15554,14997,14997,14808,14995,16496
16307,14806,14807,14995,16496,16685,16307,14996,14997,14808
14807,14805,14807,14997,14807,14807,14807,14997,14807,14808
14808,14809,14616,13132,13510,13509,15558,22363,17255,14808
15554,14807,14809,14808,14808,14808,14809,14809,14808,15180
16499,14808,14809,14808,14809,14808,14808,14808,14808,14808
14809,14808,14809,14808,14808,14808,14997,14802,14997,14801
14807,14997,14802,14996,14802,14997,14995,16697,14996,14997
14997,15186,14997,14997,14997,14997,14807,14801,14808,14809
14808,14808,14808,14809,14808,14809,14808,14808,14808,14807
13507,16130,14807,14807,14802,15554,14997,14809,14808,16136
16325,16325,14996,14997,14997,14997,14997,14997,14996,14809
14809,14809,14808,14809,14808,14809,14809,14808,14808,14808
14808,14809,14615,14614,14808,14808,14615,14808,14809,14614
14808,14807,15368,14997,14808,15558,14997,14997,14808,14809
14808,14808,14808,14808,14808,14808,14808,14808,14809,14808
14808,14809,14404,14808,14809,14808,14808,14808,14808,14808
14427,14809,14809,14809,14809,14809,14809,14809,14809,14808
14808,14808,14808,14809,14808,14809,14808,14808,14808,14809
14809,14809,14426,14614,14808,14808,14808,14809,14808,14809
14809,14808,14809,14809,14404,14808,14809,14808,14809,14808
14808,14809,14808,14808,14808,14808,14809,14809,14809,14808
14808,14809,14808,14808,14808,14809,14808,14426,14614,14808
14809,14808,14808,14808,14808,14808,14809,14808,14809,15180
16309,14808,14809,14808,14809,14809,14809,14808,14808,14808
14808,15174,14619,14808,14809,14808,14809,14808,14809,14808
14809,14808,14808,14809,14809,14808,14808,14809,14808,14808
14808,14809,14808,14808,14809,14808,14809,14808,14808,14809
14808,14809,14809,14808,14809,14809,14809,14052,14806,16121
14620,14808,15558,15746,15558,14809,19164,14809,14808,14808
14807,14808,14809,14808,14404,14808,14809,14809,14808,14404
14808,14809,14808,14404,14808,14809,14808,14404,14808,14809
14404,14808,14995,22363,22173,17255,14808,14809,14809,14808
14809,14808,14808,14809,14809,14808,14809,14808,14809,14808
14808,14809,14995,22362,22173,17255,14808,14809,14808,14809
14809,14808,14809,14808,14809,14809,14808,14806,14808,14808
14809,14809,14809,14809,14808,14809,14809,14808,14808,14809
14809,14808,15180,16310,14808,14995,22363,22173,22363,22173
22173,22362,17255,14808,14808,14808,14620,14808,14809,14809
14808,14809,14809,14808,14809,14808,14808,14808,14808,14808
14808,14808,14808,14808,14809,14808,19164,14620,14809,14801
14612,14613,14803,14620,14809,14809,14619,14431,14809,14997
14620,15367,15554,15554,14620,19164,14808,14809,14808,14808
14809,14809,14808,14809,14809,14808,14809,14808,14808,14809
14808,14809,14808,14808,14809,14808,14808,14808,14809,14809
14808,14808,14809,14808,14808,14809,14808,14808,14808,14809
14809,14807,14808,14809,14809,14809,14808,14809,14808,14809
14809,14808,14809,14809,14808,14809,14808,14808,14809,14809
14808,14808,14808,14809,14808,14808,14808,14809,14808,14808
14809,14808,14808,14809,14808,14809,14808,14808,14809,14808
14809,14808,14809,14808,14809,14808,14809,19164,14808,14809
14808,14809,14808,14808,14809,14808,14809,14809,14809,14809
14809,14808,14808,14809,14995,16494,16494,16495,16495,16495
16874,14994,14801,14801,14805,14809,14618,14809,15180,16309
14808,14809,14809,14808,14808,14808,14809,14809,14809,14809
14809,14808,14809,14808,14809,14808,14809,14808,14809,14808
14809,14809,14808,14809,17468,14808,14809,14809,14809,14808
14808,14809,14809,14997,14808,14808,14809,14809,14807,14808
14809,14808,14808,14808,14809,15562,14808,14808,14808,14809
14808,14809,14809,14808,14809,14808,14809,14808,14808,14809
14808,14995,17071,17071,16499,14808,15180,14809,14808,14808
14808,14809,12554,11038,10850,10850,11799,12554,14808,14808
14808,14809,14808,14808,14809,14808,14809,14618,14808,14808
14809,14808,14809,14805,14809,14808,14809,14808,14808,14809
14808,14808,14809,14808,14808,14808,14809,14808,14808,14809
14809,14808,14809,14809,14808,14808,14808,14809,14808,14808
14809,14808,14618,14808,14808,14809,14809,14997,14809,14808
14808,14808,14809,14808,19164,14809,14808,14809,14809,14809
14808,14809,14808,14808,14809,14808,14809,14808,14809,15370
15371,14618,14619,14619,14807,14618,14808,14808,14808,14809
14809,14809,14808,14808,14808,14808,14808,14806,14808,14809
14807,14808,16317,14808,14809,14617,14619,14808,14809,14998
14808,14809,14808,14809,14808,14807,15371,14809,14808,14808
14808,14808,14808,14808,14808,14809,14808,14809,14808,14809
14808,14809,14808,14808,14808,14618,14809,14806,14805,14809
14808,14809,14808,14808,14808,14809,14808,14809,14808,14809
14808,14808,14808,14808,14808,14808,14809,14808,14808,14809
14809,14807,14808,14809,14808,14809,14808,14808,14808,14808
14808,14808,14808,14809,15180,15931,15932,15554,14996,14808
14808,14809,14808,14808,14808,14808,14808,14808,14808,14809
14808,14809,14808,14808,14808,14808,14808,14809,14808,14808
14807,14808,14808,14808,14809,14808,14808,14808,14808,14808
14808,14808,14809,14616,14998,14808,14808,14809,14809,14808
14998,14808,14808,14809,14808,14808,14808,14809,14808,14808
14808,17266,14997,14809,14808,14808,14808,14808,14808,16877
14808,14808,14808,14808,14808,14809,14808,14809,14809,14808
14808,14809,14808,14809,14808,14809,14808,14808,14809,14808
14809,14808,14808,14808,14809,15561,14997,14808,14808,14809
14808,14809,14808,14801,14808,14809,14808,14032,14808,14809
14808,14034,14997,14808,14808,14809,15180,16309,14800,14807
14807,14807,14808,14808,14807,14807,14808,14808,14807,14808
14995,16121,16121,14996,14808,14808,14808,14808,16502,16502
14808,14809,14808,14808,19539,14808,16502,14996,14808,13852
14997,14809,14808,14809,14808,14808,14809,14808,14809,14808
14809,14808,14995,14996,14808,14809,14808,14998,14808,14809
14808,14808,14808,14620,14808,14809,14032,14808,15184,14808
14809,14808,14808,14808,14809,14808,15179,14614,14809,14809
14809,14809,14809,14805,14808,14809,14808,14808,14808,14809
14808,14808,14808,14809,14808,14808,14809,14808,14808,14808
14809,14808,14809,14619,14808,14809,14620,14808,14809,14997
14808,14808,14808,14809,14808,14809,14808,15363,15363,15363
14808,14808,14809,14808,14808,14808,14809,14808,14808,14808
14809,14808,14809,14808,14809,14808,14809,14808,14808,14808
14808,14808,14809,14808,14809,14808,14809,14808,14808,14808
14808,14809,14808,14809,14808,14809,14809,14808,14808,15180
16317,14808,14809,14808,14808,14808,14809,14808,14808,14809
14808,14808,14808,14808,14809,14806,14808,14809,14809,14995
14808,14809,14808,14809,14808,14808,14809,14808,14809,14808
14428,14428,14808,14808,14808,14809,14809,14808,14808,14808
14809,14616,13132,13510,13510,15558,22363,17255,14808,14809
14808,15554,14809,14810,14808,15179,16309,16696,14808,14809
14808,14808,14808,14807,14997,14809,14808,14809,14807,14808
14808,14808,14809,14808,14618,16694,14807,14808,14996,14808
14809,14808,14807,14808,14808,16130,16503,14996,14808,16880
16693,14808,14808,14808,14426,14807,14808,14808,14808,14808
14809,14808,14808,14808,14809,14808,14809,14809,14808,14808
15180,16121,16122,14808,14809,14808,14404,14807,14808,14809
14809,14808,14809,14808,14808,16692,14808,14809,14996,13102
14807,14807,13102,14807,14808,14808,14404,14808,14808,14808
14809,14808,14809,14809,16124,16124,14808,14808,14809,14809
14808,14618,14809,14808,14809,14808,14809,14808,14808,14808
14809,14808,14808,14808,14808,14426,14807,14808,14809,14404
14808,14809,14808,15181,16127,16317,14427,14809,14808,14808
14809,14809,14808,14809,14808,14426,14807,14808,14805,14426
14426,14807,14808,14809,14808,14404,14808,14809,14808,14809
14808,14808,14809,14808,14808,14426,14426,14426,14808,14809
14808,14809,14808,14809,14426,14427,14801,14990,14808,14809
14808,14808,14808,14997,14809,14808,14808,14809,14809,14809
14809,14809,14809,14808,16317,14808,14809,14808,14809,14808
14998,14808,14808,14809,14808,14404,14426,14808,14809,14808
14808,14808,15554,15554,14808,14809,14427,14426,14427,14616
14426,14808,14809,14808,14808,14809,14808,14809,14808,14809
14808,14808,15174,14619,14808,14809,14404,14808,14809,14809
14808,14808,14809,14809,14404,14426,14426,14807,14426,15742
15931,14426,14807,14426,14427,14420,14420,14428,14426,14808
14809,14808,14808,14808,14808,14809,14617,18203,16878,14809
14808,14809,14808,14808,14808,14809,14809,14809,14808,14404
14808,14809,14808,14809,14808,14404,14808,14808,14808,14404
14808,14809,14808,14807,14404,14808,14808,14808,14404,14808
14809,14404,14404,14808,14808,14995,22363,22173,17255,14808
14809,14808,14809,14808,14809,14808,14808,14808,14808,14809
14404,14808,14809,14809,14808,14809,14620,14436,14809,14808
14809,14995,22362,22173,17255,14808,14809,14809,14809,14809
14809,14809,14809,14808,14809,14808,14808,14809,14806,14808
14808,14808,14808,14808,14809,14809,14808,14809,14426,14808
14809,14808,14809,14809,14808,14808,14809,14808,14808,14808
14808,14808,15560,15370,15370,15370,15370,14808,14808,14404
14807,14404,14212,14404,14808,14809,14809,14808,14808,14808
14808,14808,14808,14809,14809,14809,14809,14807,14427,14807
14426,14427,14426,14427,14807,14426,14427,14426,14426,14808
14809,14808,14808,14809,14808,14808,14808,14809,14808,14808
13285,13285,14808,14620,14808,14809,14808,14808,14809,14808
14808,14808,14809,14993,14808,14808,14808,14808,14809,14808
14808,14809,14808,14808,14808,14809,14808,14428,14808,14809
14808,14809,14809,14808,14808,14808,14426,14426,14807,14427
14426,15560,15554,14616,14426,14808,14809,14809,14808,14808
14808,14809,14808,14809,14808,14809,14808,14809,14808,14809
14808,14808,14808,14809,14808,14809,14808,14809,14808,14808
14809,14809,14808,14809,14809,14808,14809,14809,14809,14808
14808,14808,14809,14809,14808,14618,14617,14994,14809,14808
14809,14808,14809,14808,14809,14808,14809,14808,14809,14808
14809,14808,14808,14809,14809,14809,14808,14809,16317,14808
19164,14808,14809,14808,14808,14809,14808,14809,14808,14808
14808,14809,14808,14809,14808,14809,14808,14808,14809,14808
14808,14809,14809,15180,16309,14427,14807,14808,14426,14807
14427,14426,14807,14426,14426,14427,14426,14808,14809,14808
14809,14808,14808,14809,14808,14808,14809,14808,14808,14808
14809,14808,14809,14809,14809,14808,14809,14808,14809,14808
14809,17468,14808,14809,14808,14809,14809,14809,14808,14808
14809,14997,14426,14809,14427,14427,14808,14809,14808,14808
14808,14809,14808,14808,14809,14808,14809,14808,14809,14808
14809,14808,15180,14809,14808,14428,14808,14809,14620,12554
11038,10850,10850,11799,12554,14809,14620,14808,14809,14808
14809,14808,14809,14809,14808,14426,14808,14809,14808,14808
14809,14809,14809,14808,14808,14809,14809,14998,14808,14809
14809,14809,14809,14808,14808,14808,14808,14809,14808,14617
14616,14808,14809,14808,14809,14808,14809,14808,14809,14998
14808,14809,14809,14809,14808,14809,14808,14808,14809,14808
14808,14809,14808,14808,14809,14809,14809,14808,14809,14808
14808,14808,14809,14809,14809,14809,14808,14995,14808,15180
16694,14426,14808,14809,14809,14809,14808,14808,14809,14808
14809,14809,14808,14808,14809,14808,14427,14808,14620,14808
14809,15370,15371,14618,14620,14807,14618,14808,14808,14809
14808,15001,14808,14808,14809,14808,14809,14808,14426,14808
14809,14992,14427,16121,14808,14809,14808,14809,14808,14809
14808,14809,14808,14808,14808,14809,14809,14809,14998,14808
14808,14808,14808,14619,14809,14808,14809,14808,14808,14809
14808,14426,14808,14809,14809,14808,14809,14808,14996,14808
14808,14809,14426,14427,15554,15554,14808,14809,14808,14809
14808,14808,14809,14808,14808,14808,14809,14422,14808,14809
14808,14809,14809,14808,14808,14808,14808,14810,14809,14998
14997,14808,19539,14809,14809,14809,14808,15180,16499,14808
14808,14809,14808,14797,16121,16499,14808,14809,14808,14426
14426,14990,14426,14426,14808,14809,14809,14808,14809,14810
14808,14809,14808,14808,14808,14809,14808,14809,14808,14808
14808,14808,14809,14809,14608,14808,14801,14808,14809,14426
14801,14996,14808,14809,14426,14420,14420,14426,14426,14808
14996,16119,15184,14793,14994,15184,14994,17248,15184,15184
14993,14995,13510,15185,14995,15184,15184,14997,14995,14995
15172,15175,14994,14995,14995,14225,16498,14995,15184,14995
14995,15184,15184,14805,14995,14995,14995,15180,14995,14995
15184,15184,14995,14995,15184,24381,15184,14995,15184,15184
14804,14806,14427,14806,16320,14806,14806,14995,14996,15370
14806,14806,14806,16319,14806,14995,14246,14995,14995,14995
15561,14806,14995,15371,15371,16320,14806,14806,14614,14615
15560,14806,14995,14806,14806,14995,15371,15370,15558,15370
15370,15371,14806,15560,15371,16320,14996,15370,14247,14806
15370,15559,16309,14806,15180,14806,16320,14806,15371,15371
14806,15371,14995,15373,14806,14807,14995,15553,14995,14995
16130,16312,16320,14246,14806,15560,14806,15371,14806,14806
14436,14997,15186,14997,14997,14997,14997,14997,14807,14807
14997,14997,14997,14997,15371,15371,15370,15371,15186,14997
14997,14997,14997,14997,14997,14997,14997,14997,14996,14997
14997,14997,14997,14997,14996,14996,14997,14807,14807,14997
14997,14997,15187,14997,14808,14997,14997,14997,14997,14997
14997,15186,15179,13475,13475,14997,14997,14997,15186,14997
14997,14997,14997,14997,14808,14808,14996,15186,15186,14997
15186,14997,14997,14997,14808,14997,14997,14997,15186,14997
14806,14617,14617,14807,14806,15180,16498,14808,14807,14618
14808,14618,14806,14806,14618,14806,14808,14807,14806,14806
14618,14807,29579,29390,29390,29579,14806,14997,14808,14808
14807,14807,14806,14807,14806,14618,14808,14807,14806,14618
14618,14806,14806,14807,14808,14806,14618,14618,14618,14807
15180,16115,14996,14618,14618,14806,14618,14618,14618,14618
14618,14807,14618,14620,14618,14806,14618,14618,14807,14807
14807,14807,13878,14996,14618,14618,14618,14806,14618,14618
14618,14807,14618,14618,14618,14806,14618,14618,14618,14807
14807,14806,14618,14806,15180,24381,16309,14806,14806,14806
14618,14618,14619,14807,14806,14618,14619,14807,14618,14618
14619,14807,14807,14618,14807,14618,14807,14807,14807,14807
14619,14807,14618,14618,14617,14807,14806,14618,14618,14618
14618,14807,14618,14807,14618,14806,14618,14618,14618,14807
14807,14807,14806,14806,14618,14807,14807,14618,14618,14806
14618,14618,14618,14806,14618,14806,14618,14618,14807,14807
16316,14994,14616,16315,16504,14994,16316,14994,16315,14994
16316,14994,16315,14803,16315,14994,14994,16315,14994,16315
14994,16315,14994,16315,16504,16315,16504,14994,16315,16325
16325,16128,16315,14994,16315,14994,16315,14994,16316,14994
16315,15371,11614,11614,11614,11614,11614,16315,16115,16315
16126,16126,16504,14994,16315,16127,16315,14994,16315,14994
16315,14994,16504,14995,16315,14994,16315,14994,16315,14994
16315,16315,16316,16316,16505,16505,14994,16315,16315,14994
16315,14994,16315,14994,16315,14994,16315,14994,16315,14994
16315,14994,16315,14994,16315,14994,16315,16315,16318,16315
16315,14994,16504,16315,14994,16315,16315,16315,16315,14994
16504,16315,14994,16315,16315,14994,16315,14994,16315,16504
14994,16315,14994,16315,16315,15182,16316,16316,14994,16315
14806,14806,15371,18227,14806,14806,15371,18227,18222,18227
14994,14806,14994,14806,18227,14807,14807,14806,14807,14806
14805,15564,14805,15564,14806,14808,14806,14806,14808,14806
15371,14237,15564,14805,14806,17260,15564,14805,14806,17260
15564,18227,15549,15549,14435,14435,14806,14806,14806,14806
15564,14806,14806,14806,15564,15564,14806,14806,15371,14238
15564,14806,14993,14806,18601,18227,14806,14238,15564,18227
16150,18227,14806,15564,15182,14806,17455,14806,15371,15564
14806,14804,13668,14617,14238,15564,16674,16866,15564,14806
14806,14806,15564,15753,15943,14806,14993,14618,14807,15564
14806,11223,14617,15564,15564,14806,18601,18227,18227,14806
14993,14806,14806,14238,15564,15567,15564,15564,16131,18043
17652,15753,14615,14805,14806,15564,17068,14806,15564,15564
14806,14806,15564,14806,14435,14806,15564,14806,14994,14805
14238,15564,14806,15752,18227,18043,18226,18227,14806,15928
14806,15564,14806,14806,14806,16129,15564,14806,14805,14423
14806,15564,14806,15941,15564,14806,14238,15564,15928,15564
15742,18227,15754,14806,15371,15564,14806,14617,14422,14806
15941,14806,14993,14807,14238,15564,14806,14419,18227,14806
15564,14806,14806,15564,14806,15564,14806,14806,14995,14806
15371,14238,14238,15564,14801,15564,14806,15564,18227,13286
14617,15564,14806,14806,14806,15564,14806,14247,14806,13286
14617,15564,14806,14806,14238,15564,14805,14806,15564,14236
15564,15753,14806,14806,15371,15564,14806,14807,18406,15564
14806,15564,15564,15371,14806,15564,14806,15564,14806,13853
15942,15564,14806,14806,14807,15564,14806,15371,15564,15371
14994,14806,14806,15564,18043,15754,14806,15564,15564,14806
14806,14806,15564,14240,23350,14806,15564,14806,14993,14806
14994,15564,14806,14806,14806,15564,15942,15564,13852,15564
15567,15564,15753,23350,23350,23350,18418,17652,18227,15186
15751,15564,15564,14806,14806,14805,15564,16907,18227,18227
15754,15184,14806,14806,14994,15564,14806,14806,14806,14806
14807,14806,15371,15564,14806,14997,14806,14236,15564,15754
18226,23350,18227,14806,16131,15564,14806,15751,15750,15564
15184,15184,14240,14806,14806,14806,15372,14806,14238,14806
14806,14806,15564,15176,14806,15553,14806,14806,15565,14806
14806,15564,14806,15751,14806,14806,14807,14237,15564,14806
15180,14806,14994,15564,14806,15553,14994,14994,14806,15564
14806,14806,14806,15564,14806,14806,14618,18601,18227,20112
14806,15564,14806,14994,14806,15371,15561,14806,14806,15942
14806,15564,14806,14806,14806,15553,14807,15564,14806,14806
15564,14613,15564,14803,15564,18226,18227,18227,14806,15564
14806,14993,14994,14806,15564,14806,15553,14805,14812,14806
15564,14806,14806,15374,15564,14806,14807,14806,14237,15564
14806,14807,14807,14806,14806,18227,14806,14806,15553,15186
14806,15564,14993,14806,14806,14806,15564,18227,18227,14806
18975,14806,15564,14806,15560,14806,15564,14806,14806,15553
14995,14806,14806,14806,14436,14806,14806,14806,14807,14624
14806,14436,14806,14436,15554,14436,16517,16319,14994,14436
14806,14436,15927,14994,14436,14806,14806,14436,14806,14812
14806,14807,14436,14806,14436,14995,14813,14624,14806,14436
14806,14617,14436,14806,14436,14806,14807,14806,14436,14806
14806,14994,14436,14617,14436,14994,14994,14813,14624,14806
14806,14436,14436,14436,14806,14806,14806,14617,14436,14812
14624,14436,14806,14807,14436,14807,14436,14994,14994,14994
14994,14436,14994,14995,14994,14806,14994,14807,14436,14806
14994,14994,14995,14994,14994,14436,14808,14404,13852,22362
22362,17255,14808,14808,14620,14808,14808,14809,14808,14809
14809,14808,14809,14808,14809,14808,14808,14994,16872,22173
22552,17255,14808,14809,14808,14809,14809,14808,14808,14808
15178,15555,15180,14994,14994,14806,14993,14994,14804,14994
14805,14428,14994,14617,14805,15562,15373,15183,14994,15007
14628,14628,15184,14994,11214,11213,14805,14422,11214,15371
14994,11214,14805,14994,11214,14805,14801,12154,11214,14805
11214,14993,14994,14805,15190,14994,14994,14994,14994,14994
14806,14805,14994,14806,14994,14994,14806,14994,14427,14994
14805,14994,14427,14238,14994,14994,14994,14994,14427,14994
14805,14617,14806,14994,14994,15189,11214,14996,14994,14995
14806,14806,14994,14805,14994,14995,15195,14988,15179,14994
15188,14806,14999,14990,14990,15188,16138,15188,15000,15189
16128,14999,14806,14999,16127,15547,16128,14999,15178,14990
16128,15365,14999,15188,14806,15188,14999,15171,15188,14999
14797,14999,16128,15551,16128,14806,14999,15188,14806,14999
14999,16128,15369,15177,15176,16502,16127,14999,16128,15178
16128,15749,14999,15189,14999,15189,16128,12339,15939,16128
14428,14994,14999,16128,14988,16128,14999,16128,16128,14994
14999,14999,16128,14428,14999,14428,14999,17261,15188,15188
14999,15188,15372,16128,17255,14999,16128,16128,14428,16128
14806,14999,17070,16128,14999,16128,14426,16128,16307,16316
14999,16128,15178,15551,15178,15180,15945,14999,15189,15178
15177,15179,15178,14999,16138,14999,14999,14806,14994,16128
15178,16128,16127,14428,16128,14999,15188,16128,15177,15365
16128,14999,15180,14999,14999,16128,15178,12339,15749,15939
16128,15185,14999,15189,14999,15188,15186,15000,15189,13286
16128,15926,16876,15751,16138,14999,14999,16128,15178,16128
16128,14428,14999,15189,14999,16128,18195,14999,16128,14999
16318,14999,16696,14999,14993,14616,14999,16128,16127,16127
14999,14999,15188,16128,15178,15178,16128,16128,15187,14999
