Unnamed: 0,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
8812,0,2008-11-14 01:53:45,2008-11-15 03:30:45,116.319723,40.007014,92220.0,14809,"User 0 will move from grid 14809 to grid 14995, arriving around in about 5 months.","User 0 will move from grid 14809 to grid 14995, at 2009-04-19 01:14:01."
9704,0,2008-11-15 04:08:25,2008-11-18 10:55:41,116.32154,40.006881,283636.0,14809,"User 0 will move from grid 14809 to grid 22173, arriving around in about 5 months.","User 0 will move from grid 14809 to grid 22173, at 2009-04-15 00:23:46."
10287,0,2008-11-18 11:04:31,2008-11-19 01:28:11,116.325929,39.998036,51820.0,14808,,
10442,0,2008-11-19 01:30:16,2008-11-19 13:23:06,116.324026,40.007022,42770.0,14809,,
10896,0,2008-11-19 13:47:56,2008-11-20 03:57:41,116.301001,39.985464,50985.0,14429,"User 0 will move from grid 14429 to grid 14617, arriving around in about 2 days, on 2008-11-22.","User 0 will move from grid 14429 to grid 14617, at 2008-11-22 05:53:35."
10929,0,2008-11-20 04:05:21,2008-11-22 01:44:14,116.321688,40.008927,164333.0,14809,,
11182,0,2008-11-22 01:54:59,2008-11-22 04:52:09,116.324811,39.999826,10630.0,14808,"User 0 will move from grid 14808 to grid 14995, arriving around in about 5 months.","User 0 will move from grid 14808 to grid 14995, at 2009-04-14 11:30:36."
11194,0,2008-11-22 04:52:09,2008-11-22 05:38:53,116.322943,40.008926,2804.0,14809,,
11282,0,2008-11-22 05:53:35,2008-11-23 10:21:58,116.310369,39.979892,102503.0,14617,,
11395,0,2008-12-01 11:22:57,2008-12-02 07:15:36,116.323835,40.007075,71559.0,14809,"User 0 will move from grid 14809 to grid 14404, arriving around in about 4 months.","User 0 will move from grid 14809 to grid 14404, at 2009-04-11 08:41:52."
11596,0,2008-12-02 07:18:56,2008-12-02 10:51:29,116.327068,39.999205,12753.0,14808,,
11611,0,2008-12-02 10:51:29,2008-12-10 02:35:08,116.322279,40.008258,661419.0,14809,"User 0 will move from grid 14809 to grid 14618, arriving around in about 6 months.","User 0 will move from grid 14809 to grid 14618, at 2009-05-30 06:27:52."
12096,0,2008-12-10 02:37:28,2008-12-11 04:46:29,116.31937,39.998174,94141.0,14808,"User 0 will move from grid 14808 to grid 14807, arriving around in about 4 months.","User 0 will move from grid 14808 to grid 14807, at 2009-04-06 09:48:37."
12199,0,2008-12-11 04:46:29,2008-12-12 04:25:30,116.321618,40.008467,85141.0,14809,,
12506,0,2008-12-12 04:40:40,2008-12-12 06:22:19,116.319349,39.998126,6099.0,14808,,
12630,0,2008-12-12 06:40:27,2008-12-14 01:10:56,116.321324,40.008974,153029.0,14809,"User 0 will move from grid 14809 to grid 22363, arriving around in about 4 months.","User 0 will move from grid 14809 to grid 22363, at 2009-04-14 13:32:01."
12963,0,2009-03-30 00:57:28,2009-03-30 05:19:20,116.321248,40.007064,15712.0,14809,,
13727,0,2009-03-30 06:20:35,2009-03-30 09:42:20,116.325262,39.99996,12105.0,14808,"User 0 will move from grid 14808 to grid 14806, arriving around in about 3 weeks, specifically next Wednesday.","User 0 will move from grid 14808 to grid 14806, at 2009-04-22 03:17:50."
13968,0,2009-03-30 10:16:40,2009-03-30 15:56:11,116.325115,40.002401,20371.0,14808,,
14149,0,2009-03-30 16:05:06,2009-03-31 00:39:09,116.317781,40.007042,30843.0,14809,,
14457,0,2009-03-31 01:12:59,2009-03-31 03:53:31,116.321758,39.997964,9632.0,14808,,
14862,0,2009-03-31 04:27:36,2009-03-31 08:57:00,116.325007,40.001586,16164.0,14808,"User 0 will move from grid 14808 to grid 22363, arriving around in about 4 weeks, specifically next Saturday.","User 0 will move from grid 14808 to grid 22363, at 2009-04-25 18:05:01."
14982,0,2009-03-31 09:02:20,2009-03-31 09:34:35,116.324963,40.011537,1935.0,14809,,
15141,0,2009-03-31 09:41:00,2009-04-01 09:00:53,116.321928,39.998013,83993.0,14808,"User 0 will move from grid 14808 to grid 22173, arriving around in about 3 weeks, specifically next Sunday.","User 0 will move from grid 14808 to grid 22173, at 2009-04-26 03:16:09."
16130,0,2009-04-01 09:42:33,2009-04-01 10:23:48,116.319425,40.007165,2475.0,14809,,
16339,0,2009-04-01 10:29:38,2009-04-01 20:23:36,116.325097,39.999726,35638.0,14808,,
16368,0,2009-04-01 20:23:36,2009-04-02 06:07:42,116.320949,40.007474,35046.0,14809,,
16392,0,2009-04-02 06:07:42,2009-04-02 09:43:51,116.327546,40.002471,12969.0,14808,,
16853,0,2009-04-02 10:24:06,2009-04-02 11:35:30,116.324812,39.999253,4284.0,14808,,
17048,0,2009-04-02 11:52:40,2009-04-02 15:15:38,116.319583,40.007114,12178.0,14809,"User 0 will move from grid 14809 to grid 14404, arriving around in about 1 weeks, specifically next Sunday.","User 0 will move from grid 14809 to grid 14404, at 2009-04-12 08:46:39."
17328,0,2009-04-02 15:33:38,2009-04-03 01:17:02,116.325191,39.999705,35004.0,14808,,
17535,0,2009-04-03 01:27:53,2009-04-03 05:15:40,116.319501,40.007098,13667.0,14809,,
18075,0,2009-04-03 05:59:50,2009-04-03 07:46:50,116.324976,39.999817,6420.0,14808,,
19847,0,2009-04-03 10:24:45,2009-04-03 11:41:45,116.317774,40.007093,4620.0,14809,"User 0 will move from grid 14809 to grid 22363, arriving around in about 3 weeks, specifically next Saturday.","User 0 will move from grid 14809 to grid 22363, at 2009-04-25 13:20:02."
20832,0,2009-04-03 12:33:10,2009-04-04 06:47:36,116.317613,40.007109,65666.0,14809,,
27789,0,2009-04-04 07:22:09,2009-04-04 09:24:49,116.277807,39.996937,7360.0,14052,,
29541,0,2009-04-04 10:21:59,2009-04-04 11:22:44,116.318724,39.979896,3645.0,14806,,
29677,0,2009-04-04 11:24:14,2009-04-04 12:37:49,116.405131,39.908138,4415.0,16121,,
31321,0,2009-04-04 14:02:34,2009-04-05 05:23:53,116.313228,40.009443,55279.0,14620,"User 0 will move from grid 14620 to grid 15558, arriving around later today, in the morning.","User 0 will move from grid 14620 to grid 15558, at 2009-04-05 07:34:53."
32046,0,2009-04-05 06:21:03,2009-04-05 06:55:23,116.326814,39.998012,2060.0,14808,"User 0 will move from grid 14808 to grid 15558, at 2009-04-05 10:04:58.","User 0 will move from grid 14808 to grid 15558, at 2009-04-05 10:04:58."
32486,0,2009-04-05 07:34:53,2009-04-05 08:11:13,116.37212,39.943521,2180.0,15558,"User 0 will move from grid 15558 to grid 14807, arriving around in about 2 months.","User 0 will move from grid 15558 to grid 14807, at 2009-06-07 09:00:55."
32794,0,2009-04-05 08:11:13,2009-04-05 09:28:38,116.383952,39.938143,4645.0,15746,,
33709,0,2009-04-05 10:04:58,2009-04-05 11:25:08,116.374615,39.944104,4810.0,15558,,
35384,0,2009-04-05 13:39:03,2009-04-06 02:37:07,116.317637,40.007092,46684.0,14809,"User 0 will move from grid 14809 to grid 19164, at 2009-04-06 03:49:30.","User 0 will move from grid 14809 to grid 19164, at 2009-04-06 03:49:30."
36406,0,2009-04-06 03:49:30,2009-04-06 04:43:35,116.587793,40.079074,3245.0,19164,,
37398,0,2009-04-06 05:59:11,2009-04-06 06:58:34,116.319476,40.007215,3563.0,14809,"User 0 will move from grid 14809 to grid 15180, at 2009-06-11 14:48:59.","User 0 will move from grid 14809 to grid 15180, at 2009-06-11 14:48:59."
37489,0,2009-04-06 07:03:10,2009-04-06 09:48:02,116.325138,40.002427,9892.0,14808,,
37639,0,2009-04-06 09:48:37,2009-04-06 10:42:37,116.325337,39.989762,3240.0,14807,,
37788,0,2009-04-06 10:42:37,2009-04-09 18:30:45,116.326677,39.998061,287288.0,14808,,
37913,0,2009-04-09 18:35:30,2009-04-10 02:22:30,116.324315,40.007156,28020.0,14809,,
38030,0,2009-04-10 02:25:55,2009-04-10 07:35:28,116.325215,39.999751,18573.0,14808,,
38960,0,2009-04-10 08:54:48,2009-04-10 13:06:08,116.299808,39.764222,15080.0,14404,"User 0 will move from grid 14404 to grid 16310, arriving around in about 2 weeks, specifically next Saturday.","User 0 will move from grid 14404 to grid 16310, at 2009-04-25 02:02:41."
39703,0,2009-04-10 14:03:18,2009-04-10 17:05:48,116.326769,39.998197,10950.0,14808,,
39796,0,2009-04-10 17:10:03,2009-04-11 06:14:38,116.324289,40.007192,47075.0,14809,,
40218,0,2009-04-11 06:24:28,2009-04-11 07:21:02,116.325174,39.999897,3394.0,14808,,
41088,0,2009-04-11 08:41:52,2009-04-11 13:06:24,116.29981,39.76417,15872.0,14404,,
41934,0,2009-04-11 14:12:34,2009-04-11 17:16:45,116.326613,39.998143,11051.0,14808,,
42031,0,2009-04-11 17:20:35,2009-04-12 00:54:00,116.324184,40.007105,27205.0,14809,,
42183,0,2009-04-12 00:57:40,2009-04-12 07:34:54,116.325027,40.000085,23834.0,14808,,
42977,0,2009-04-12 08:46:39,2009-04-12 13:06:20,116.299752,39.76408,15581.0,14404,"User 0 will move from grid 14404 to grid 15180, arriving around in about 2 weeks, specifically next Saturday.","User 0 will move from grid 14404 to grid 15180, at 2009-04-25 01:24:46."
43801,0,2009-04-12 14:10:05,2009-04-12 17:16:34,116.326688,39.998074,11189.0,14808,"User 0 will move from grid 14808 to grid 16874, at 2009-05-28 05:24:08.","User 0 will move from grid 14808 to grid 16874, at 2009-05-28 05:24:08."
43922,0,2009-04-12 17:22:04,2009-04-13 05:11:36,116.322829,40.007054,42572.0,14809,"User 0 will move from grid 14809 to grid 17255, at 2009-04-15 08:18:48.","User 0 will move from grid 14809 to grid 17255, at 2009-04-15 08:18:48."
44226,0,2009-04-13 05:55:06,2009-04-13 07:34:48,116.325107,39.999805,5982.0,14808,"User 0 will move from grid 14808 to grid 22362, arriving around in about 2 weeks, specifically next Sunday.","User 0 will move from grid 14808 to grid 22362, at 2009-04-26 04:46:44."
45080,0,2009-04-13 08:41:53,2009-04-13 13:06:13,116.299859,39.764172,15860.0,14404,,
45872,0,2009-04-13 14:07:43,2009-04-13 14:48:08,116.326717,39.998224,2425.0,14808,,
45955,0,2009-04-13 14:51:33,2009-04-13 21:43:05,116.324204,40.007045,24692.0,14809,,
46767,0,2009-04-13 22:51:30,2009-04-14 05:06:20,116.29977,39.76384,22490.0,14404,,
47541,0,2009-04-14 06:05:25,2009-04-14 09:55:46,116.326735,39.998231,13821.0,14808,"User 0 will move from grid 14808 to grid 22362, arriving around in about 4 days, on 2009-04-19.","User 0 will move from grid 14808 to grid 22362, at 2009-04-19 03:58:21."
48250,0,2009-04-14 11:30:36,2009-04-14 12:21:16,116.332887,39.979488,3040.0,14995,,
48948,0,2009-04-14 13:32:01,2009-04-15 00:20:21,116.796601,39.95122,38900.0,22363,,
49224,0,2009-04-15 00:23:46,2009-04-15 07:40:13,116.784416,39.946791,26187.0,22173,,
49724,0,2009-04-15 08:18:48,2009-04-15 09:13:53,116.477834,39.907073,3305.0,17255,,
49982,0,2009-04-15 09:28:03,2009-04-15 10:02:25,116.326681,39.99821,2062.0,14808,,
50110,0,2009-04-15 10:04:40,2009-04-16 00:28:25,116.324292,40.007123,51825.0,14809,,
50408,0,2009-04-16 00:28:25,2009-04-16 04:16:02,116.326783,39.997844,13657.0,14808,,
50565,0,2009-04-16 04:22:14,2009-04-16 04:52:50,116.324054,40.007143,1836.0,14809,,
51196,0,2009-04-16 05:23:53,2009-04-16 08:39:37,116.3258,39.997056,11744.0,14808,"User 0 will move from grid 14808 to grid 22173, at 2009-04-19 04:48:56.","User 0 will move from grid 14808 to grid 22173, at 2009-04-19 04:48:56."
51565,0,2009-04-16 08:50:52,2009-04-16 11:14:56,116.325133,40.005499,8644.0,14809,,
52030,0,2009-04-16 11:41:31,2009-04-16 15:31:30,116.324991,39.99978,13799.0,14808,,
52161,0,2009-04-16 15:38:30,2009-04-17 00:31:40,116.319629,40.007089,31990.0,14809,,
52322,0,2009-04-17 00:38:05,2009-04-17 04:21:11,116.324956,39.99629,13386.0,14808,"User 0 will move from grid 14808 to grid 22173, arriving around in about 1 weeks, specifically next Saturday.","User 0 will move from grid 14808 to grid 22173, at 2009-04-25 17:14:56."
52461,0,2009-04-17 04:29:56,2009-04-17 05:08:37,116.324142,40.007102,2321.0,14809,,
52662,0,2009-04-17 05:11:42,2009-04-17 09:27:22,116.325004,40.00303,15340.0,14808,,
53065,0,2009-04-17 10:02:17,2009-04-18 17:22:43,116.325028,39.999781,112826.0,14808,,
53215,0,2009-04-18 17:31:43,2009-04-19 00:55:31,116.317908,40.007231,26628.0,14809,,
53545,0,2009-04-19 01:14:01,2009-04-19 02:02:06,116.33293,39.979255,2885.0,14995,,
54760,0,2009-04-19 03:58:21,2009-04-19 04:48:56,116.789244,39.944125,3035.0,22362,,
55200,0,2009-04-19 04:48:56,2009-04-19 10:13:37,116.784414,39.94657,19481.0,22173,"User 0 will move from grid 22173 to grid 17255, at 2009-04-19 10:59:22.","User 0 will move from grid 22173 to grid 17255, at 2009-04-19 10:59:22."
55859,0,2009-04-19 10:59:22,2009-04-19 11:50:02,116.478025,39.906997,3040.0,17255,,
56087,0,2009-04-19 12:09:52,2009-04-19 17:57:25,116.326599,39.998134,20853.0,14808,,
56246,0,2009-04-19 18:04:55,2009-04-20 01:42:19,116.319752,40.007066,27444.0,14809,,
56511,0,2009-04-20 01:48:19,2009-04-20 04:03:55,116.325033,39.999736,8136.0,14808,"User 0 will move from grid 14808 to grid 15180, arriving around in the next month.","User 0 will move from grid 14808 to grid 15180, at 2009-05-30 10:09:35."
56833,0,2009-04-20 04:34:30,2009-04-20 10:20:57,116.324985,40.003526,20787.0,14809,"User 0 will move from grid 14809 to grid 14612, arriving around in about 1 weeks, specifically next Thursday.","User 0 will move from grid 14809 to grid 14612, at 2009-04-30 07:27:47."
57217,0,2009-04-20 10:25:17,2009-04-20 15:31:19,116.324978,39.999802,18362.0,14808,,
57325,0,2009-04-20 15:36:59,2009-04-20 23:55:21,116.317715,40.007198,29902.0,14809,"User 0 will move from grid 14809 to grid 19164, arriving around in about 1 weeks, specifically next Wednesday.","User 0 will move from grid 14809 to grid 19164, at 2009-04-29 13:47:45."
57536,0,2009-04-21 00:07:11,2009-04-21 04:06:35,116.325005,40.001427,14364.0,14808,,
57741,0,2009-04-21 04:22:25,2009-04-21 10:52:21,116.325092,40.003528,23396.0,14809,,
57935,0,2009-04-21 10:52:21,2009-04-22 02:39:04,116.325971,40.002323,56803.0,14808,,
58197,0,2009-04-22 03:17:50,2009-04-22 04:00:28,116.327086,39.98005,2558.0,14806,,
58558,0,2009-04-22 04:20:00,2009-04-22 09:50:02,116.324879,39.999849,19802.0,14808,,
59016,0,2009-04-22 10:21:04,2009-04-23 09:28:43,116.325046,40.003647,83259.0,14809,,
59381,0,2009-04-23 10:00:13,2009-04-24 00:51:22,116.325037,40.003447,53469.0,14809,"User 0 will move from grid 14809 to grid 17255, arriving around in about 2 days, on 2009-04-26.","User 0 will move from grid 14809 to grid 17255, at 2009-04-26 07:44:15."
59797,0,2009-04-24 01:02:42,2009-04-24 03:54:32,116.325098,40.002384,10310.0,14808,"User 0 will move from grid 14808 to grid 14995, arriving around in about 1 days, on 2009-04-25.","User 0 will move from grid 14808 to grid 14995, at 2009-04-25 11:23:06."
59913,0,2009-04-24 04:05:12,2009-04-24 06:23:21,116.324991,40.005281,8289.0,14809,"User 0 will move from grid 14809 to grid 22173, at 2009-04-26 03:56:59.","User 0 will move from grid 14809 to grid 22173, at 2009-04-26 03:56:59."
60320,0,2009-04-24 06:45:02,2009-04-24 09:28:15,116.321983,39.997914,9793.0,14808,,
60780,0,2009-04-24 09:33:00,2009-04-24 17:13:22,116.324308,40.007178,27622.0,14809,,
60951,0,2009-04-24 17:13:22,2009-04-25 00:57:36,116.324954,39.99988,27854.0,14808,"User 0 will move from grid 14808 to grid 16495, arriving around in the next month.","User 0 will move from grid 14808 to grid 16495, at 2009-05-28 01:26:18."
61392,0,2009-04-25 01:24:46,2009-04-25 02:02:41,116.345508,39.944075,2275.0,15180,,
61451,0,2009-04-25 02:02:41,2009-04-25 04:27:02,116.412659,39.906561,8661.0,16310,,
62534,0,2009-04-25 04:53:22,2009-04-25 11:07:01,116.32492,39.996112,22419.0,14808,,
63099,0,2009-04-25 11:23:06,2009-04-25 12:11:17,116.33279,39.979904,2891.0,14995,,
63967,0,2009-04-25 13:20:02,2009-04-25 17:03:06,116.796296,39.951152,13384.0,22363,,
64186,0,2009-04-25 17:14:56,2009-04-25 18:05:01,116.785677,39.947793,3005.0,22173,,
64314,0,2009-04-25 18:05:01,2009-04-26 03:06:14,116.796452,39.951292,32473.0,22363,,
64575,0,2009-04-26 03:16:09,2009-04-26 04:46:44,116.78274,39.946363,5435.0,22173,"User 0 will move from grid 22173 to grid 14618, arriving around in about 2 months.","User 0 will move from grid 22173 to grid 14618, at 2009-06-16 05:52:38."
65067,0,2009-04-26 04:46:44,2009-04-26 07:01:39,116.796387,39.946932,8095.0,22362,,
65881,0,2009-04-26 07:44:15,2009-04-26 08:40:30,116.477423,39.906949,3375.0,17255,"User 0 will move from grid 17255 to grid 14997, arriving around in about 5 days, on 2009-05-01.","User 0 will move from grid 17255 to grid 14997, at 2009-05-01 10:25:39."
66157,0,2009-04-26 08:58:00,2009-04-26 17:57:08,116.326694,39.998224,32348.0,14808,"User 0 will move from grid 14808 to grid 15554, at 2009-05-02 10:24:27.","User 0 will move from grid 14808 to grid 15554, at 2009-05-02 10:24:27."
66554,0,2009-04-26 18:04:38,2009-04-27 01:02:35,116.316438,40.009283,25077.0,14620,,
66694,0,2009-04-27 01:09:55,2009-04-27 03:44:40,116.325275,40.001259,9285.0,14808,,
66886,0,2009-04-27 03:58:00,2009-04-27 06:07:23,116.325081,40.005433,7763.0,14809,"User 0 will move from grid 14809 to grid 16499, arriving around in about 2 months.","User 0 will move from grid 14809 to grid 16499, at 2009-06-11 07:32:28."
67164,0,2009-04-27 06:14:23,2009-04-27 09:48:47,116.325196,39.99977,12864.0,14808,"User 0 will move from grid 14808 to grid 15367, at 2009-05-02 09:02:47.","User 0 will move from grid 14808 to grid 15367, at 2009-05-02 09:02:47."
67577,0,2009-04-27 10:31:43,2009-04-27 13:52:24,116.32497,40.003512,12041.0,14809,"User 0 will move from grid 14809 to grid 14801, arriving around in the next month.","User 0 will move from grid 14809 to grid 14801, at 2009-05-28 08:53:28."
67764,0,2009-04-27 14:00:14,2009-04-27 21:59:36,116.325117,39.999924,28762.0,14808,,
67893,0,2009-04-27 22:05:41,2009-04-28 05:17:36,116.321041,40.007115,25915.0,14809,"User 0 will move from grid 14809 to grid 14619, arriving around in about 3 days, on 2009-05-01.","User 0 will move from grid 14809 to grid 14619, at 2009-05-01 07:21:34."
68045,0,2009-04-28 05:21:11,2009-04-29 00:59:59,116.325111,40.002293,70728.0,14808,"User 0 will move from grid 14808 to grid 14613, arriving around in about 1 days, on 2009-04-30.","User 0 will move from grid 14808 to grid 14613, at 2009-04-30 08:51:42."
68572,0,2009-04-29 01:30:26,2009-04-29 03:24:27,116.325752,39.998127,6841.0,14808,,
68768,0,2009-04-29 04:04:47,2009-04-29 10:08:07,116.325007,40.002504,21800.0,14808,,
69485,0,2009-04-29 10:12:12,2009-04-29 11:10:52,116.32122,40.007131,3520.0,14809,,
69845,0,2009-04-29 11:32:17,2009-04-29 12:47:35,116.324976,39.99965,4518.0,14808,,
70575,0,2009-04-29 13:47:45,2009-04-29 14:35:39,116.587834,40.079016,2874.0,19164,,
71383,0,2009-04-29 15:44:30,2009-04-30 03:30:27,116.313195,40.009454,42357.0,14620,,
71488,0,2009-04-30 03:30:27,2009-04-30 04:27:47,116.317801,40.007033,3440.0,14809,"User 0 will move from grid 14809 to grid 19164, arriving around in about 3 days, on 2009-05-03.","User 0 will move from grid 14809 to grid 19164, at 2009-05-03 05:01:01."
72786,0,2009-04-30 05:27:17,2009-04-30 07:14:52,116.319144,39.935132,6455.0,14801,,
73262,0,2009-04-30 07:27:47,2009-04-30 08:51:42,116.313197,39.938754,5035.0,14612,,
73708,0,2009-04-30 08:51:42,2009-04-30 09:38:37,116.309159,39.943003,2815.0,14613,"User 0 will move from grid 14613 to grid 14431, arriving around later today, in the morning.","User 0 will move from grid 14613 to grid 14431, at 2009-05-01 08:57:49."
73922,0,2009-04-30 09:55:32,2009-04-30 11:07:55,116.324997,39.950694,4343.0,14803,,
74947,0,2009-04-30 11:54:35,2009-05-01 03:54:28,116.313243,40.009379,57593.0,14620,,
75148,0,2009-05-01 03:57:48,2009-05-01 06:43:59,116.324975,40.006674,9971.0,14809,,
75938,0,2009-05-01 07:21:34,2009-05-01 08:29:49,116.309185,39.998087,4095.0,14619,,
76640,0,2009-05-01 08:57:49,2009-05-01 09:28:49,116.301499,40.011636,1860.0,14431,,
77117,0,2009-05-01 09:36:59,2009-05-01 10:15:59,116.319494,40.007054,2340.0,14809,"User 0 will move from grid 14809 to grid 15554, arriving around in about 1 days, on 2009-05-02.","User 0 will move from grid 14809 to grid 15554, at 2009-05-02 11:38:07."
77343,0,2009-05-01 10:25:39,2009-05-01 11:46:19,116.331004,39.997971,4840.0,14997,,
77524,0,2009-05-01 11:48:10,2009-05-02 07:50:02,116.313259,40.009586,72112.0,14620,,
78378,0,2009-05-02 09:02:47,2009-05-02 10:17:52,116.360299,39.922597,4505.0,15367,"User 0 will move from grid 15367 to grid 14995, arriving around in about 3 weeks, specifically next Wednesday.","User 0 will move from grid 15367 to grid 14995, at 2009-05-27 08:37:27."
78866,0,2009-05-02 10:24:27,2009-05-02 12:48:59,116.368203,39.908169,8672.0,15554,,
79648,0,2009-05-02 13:46:04,2009-05-03 03:41:11,116.313319,40.009479,50107.0,14620,,
80707,0,2009-05-03 05:01:01,2009-05-03 06:07:27,116.587692,40.079066,3986.0,19164,,
81613,0,2009-05-03 06:52:32,2009-05-03 09:49:35,116.32665,39.998181,10623.0,14808,,
82206,0,2009-05-03 10:50:02,2009-05-04 02:34:16,116.325027,40.003471,56654.0,14809,"User 0 will move from grid 14809 to grid 16494, arriving around in about 3 weeks, specifically next Wednesday.","User 0 will move from grid 14809 to grid 16494, at 2009-05-27 11:19:44."
82295,0,2009-05-04 02:36:11,2009-05-04 03:51:15,116.322162,39.998011,4504.0,14808,,
82532,0,2009-05-04 04:02:00,2009-05-04 08:13:22,116.325097,40.006796,15082.0,14809,,
82735,0,2009-05-04 08:16:02,2009-05-04 09:57:12,116.325055,40.003138,6070.0,14808,,
82919,0,2009-05-04 10:16:48,2009-05-05 03:25:42,116.325096,40.003461,61734.0,14809,,
83127,0,2009-05-05 03:30:32,2009-05-05 04:09:13,116.325191,39.999937,2321.0,14808,,
83399,0,2009-05-05 04:34:03,2009-05-05 07:57:55,116.319839,40.007105,12232.0,14809,,
83536,0,2009-05-05 08:47:16,2009-05-05 19:56:52,116.325051,40.001942,40176.0,14808,,
83825,0,2009-05-05 20:02:27,2009-05-06 12:59:31,116.319877,40.007069,61024.0,14809,,
83924,0,2009-05-06 13:03:36,2009-05-06 18:28:33,116.32501,40.000955,19497.0,14808,"User 0 will move from grid 14808 to grid 14807, arriving around in about 4 days, on 2009-05-11.","User 0 will move from grid 14808 to grid 14807, at 2009-05-11 10:05:32."
84031,0,2009-05-06 18:33:53,2009-05-07 02:43:01,116.321222,40.007051,29348.0,14809,,
84125,0,2009-05-07 02:47:06,2009-05-07 03:21:39,116.324998,39.999791,2073.0,14808,,
84356,0,2009-05-07 03:52:05,2009-05-07 04:53:23,116.3265,39.998242,3678.0,14808,,
